name1,name2,TanimotoCoefficient
NVIC_0056,CNP0108995.3,0.8493150684931506
NVIC_0056,CNP0202745.1,0.8133333333333334
NVIC_0056,CNP0307450.4,1.0
NVIC_0056,CNP0328176.1,0.8857142857142857
NVIC_0057,CNP0269640.0,1.0
NVIC_0058,CNP0228259.3,0.8289473684210527
NVIC_0058,CNP0253898.2,1.0
NVIC_0058,CNP0221000.11,0.8767123287671232
NVIC_0058,CNP0221000.4,0.8767123287671232
NVIC_0058,CNP0253898.5,0.9857142857142858
NVIC_0058,CNP0104705.4,0.8051948051948052
NVIC_0058,CNP0159823.3,0.8133333333333334
NVIC_0058,CNP0253898.6,0.9857142857142858
NVIC_0058,CNP0104705.2,0.8051948051948052
NVIC_0058,CNP0115490.1,0.8108108108108109
NVIC_0058,CNP0253898.8,1.0
NVIC_0058,CNP0253898.11,0.9857142857142858
NVIC_0058,CNP0115490.2,0.8108108108108109
NVIC_0058,CNP0159823.2,0.8133333333333334
NVIC_0058,CNP0221000.9,0.8767123287671232
NVIC_0058,CNP0221000.3,0.8767123287671232
NVIC_0058,CNP0134577.2,0.8309859154929577
NVIC_0058,CNP0326893.1,0.8493150684931506
NVIC_0058,CNP0253898.9,1.0
NVIC_0058,CNP0320592.2,0.825
NVIC_0058,CNP0499758.1,0.9054054054054054
NVIC_0058,CNP0221000.10,0.8767123287671232
NVIC_0058,CNP0253898.7,1.0
NVIC_0058,CNP0104705.1,0.8051948051948052
NVIC_0058,CNP0221000.7,0.8648648648648649
NVIC_0058,CNP0159823.1,0.8133333333333334
NVIC_0058,CNP0221000.5,0.8648648648648649
NVIC_0058,CNP0104705.3,0.8051948051948052
NVIC_0058,CNP0221000.8,0.8767123287671232
NVIC_0058,CNP0253898.3,1.0
NVIC_0058,CNP0494710.1,0.8266666666666667
NVIC_0058,CNP0159823.4,0.8133333333333334
NVIC_0058,CNP0320592.1,0.825
NVIC_0058,CNP0376054.1,0.8421052631578947
NVIC_0058,CNP0228259.4,0.8289473684210527
NVIC_0058,CNP0134577.3,0.8309859154929577
NVIC_0058,CNP0221000.14,0.8767123287671232
NVIC_0058,CNP0228259.1,0.8289473684210527
NVIC_0058,CNP0221000.13,0.8767123287671232
NVIC_0058,CNP0221000.12,0.8767123287671232
NVIC_0058,CNP0134577.1,0.8309859154929577
NVIC_0058,CNP0253898.10,1.0
NVIC_0058,CNP0221000.6,0.8648648648648649
NVIC_0058,CNP0228259.2,0.8289473684210527
NVIC_0061,CNP0330356.0,1.0
NVIC_0062,CNP0483455.0,0.9642857142857143
NVIC_0062,CNP0562978.0,1.0
NVIC_0062,CNP0569731.0,0.8709677419354839
NVIC_0062,CNP0573744.0,0.8181818181818182
NVIC_0063,CNP0074081.0,1.0
NVIC_0064,CNP0479397.0,0.8409090909090909
NVIC_0064,CNP0508530.0,1.0
NVIC_0064,CNP0459136.0,0.9487179487179487
NVIC_0065,CNP0294015.2,1.0
NVIC_0065,CNP0294015.1,1.0
NVIC_0066,CNP0447234.1,1.0
NVIC_0068,CNP0265401.4,0.9041095890410958
NVIC_0068,CNP0265401.2,0.9041095890410958
NVIC_0068,CNP0222405.2,1.0
NVIC_0068,CNP0222405.5,0.8356164383561644
NVIC_0068,CNP0222405.6,1.0
NVIC_0068,CNP0265401.3,0.9041095890410958
NVIC_0068,CNP0222405.4,0.9850746268656716
NVIC_0068,CNP0265401.5,0.9041095890410958
NVIC_0068,CNP0265401.1,0.9041095890410958
NVIC_0068,CNP0222405.1,1.0
NVIC_0068,CNP0222405.3,0.8356164383561644
NVIC_0069,CNP0141020.7,1.0
NVIC_0069,CNP0141020.11,1.0
NVIC_0069,CNP0141020.2,1.0
NVIC_0069,CNP0141020.5,1.0
NVIC_0069,CNP0429736.1,0.8222222222222222
NVIC_0069,CNP0141020.4,1.0
NVIC_0069,CNP0141020.8,1.0
NVIC_0069,CNP0141020.10,1.0
NVIC_0069,CNP0141020.6,1.0
NVIC_0069,CNP0141020.9,1.0
NVIC_0069,CNP0141020.3,1.0
NVIC_0069,CNP0141020.1,1.0
NVIC_0070,CNP0588974.1,0.8214285714285714
NVIC_0070,CNP0588974.2,0.8214285714285714
NVIC_0070,CNP0147621.0,1.0
NVIC_0070,CNP0311564.0,0.8823529411764706
NVIC_0070,CNP0495174.1,0.8941176470588236
NVIC_0070,CNP0281653.0,0.8372093023255814
NVIC_0071,CNP0218028.1,1.0
NVIC_0071,CNP0218028.2,1.0
NVIC_0071,CNP0175595.2,0.8157894736842105
NVIC_0071,CNP0129663.1,0.8055555555555556
NVIC_0071,CNP0175595.1,0.8157894736842105
NVIC_0071,CNP0129663.2,0.8055555555555556
NVIC_0072,CNP0161215.3,1.0
NVIC_0072,CNP0319885.4,0.8846153846153846
NVIC_0072,CNP0272664.1,0.8148148148148148
NVIC_0072,CNP0161215.5,0.8987341772151899
NVIC_0072,CNP0161215.2,1.0
NVIC_0072,CNP0319885.3,0.8846153846153846
NVIC_0072,CNP0161215.10,1.0
NVIC_0072,CNP0140671.1,0.8481012658227848
NVIC_0072,CNP0340201.1,0.8271604938271605
NVIC_0072,CNP0140671.2,0.8481012658227848
NVIC_0072,CNP0161215.8,0.8987341772151899
NVIC_0072,CNP0422291.1,0.8831168831168831
NVIC_0072,CNP0161215.6,0.8987341772151899
NVIC_0072,CNP0272664.2,0.8148148148148148
NVIC_0072,CNP0161215.4,0.8987341772151899
NVIC_0072,CNP0422291.4,0.8831168831168831
NVIC_0072,CNP0422291.3,0.8831168831168831
NVIC_0072,CNP0161215.7,1.0
NVIC_0072,CNP0161215.9,1.0
NVIC_0072,CNP0249687.1,0.875
NVIC_0072,CNP0450449.1,0.85
NVIC_0072,CNP0319885.2,0.8846153846153846
NVIC_0072,CNP0422291.2,0.8831168831168831
NVIC_0072,CNP0319885.1,0.8846153846153846
NVIC_0072,CNP0161215.1,0.8987341772151899
NVIC_0072,CNP0249687.2,0.875
NVIC_0079,CNP0240900.0,0.8846153846153846
NVIC_0079,CNP0255353.0,1.0
NVIC_0079,CNP0018599.0,0.9583333333333334
NVIC_0079,CNP0182003.0,0.9166666666666666
NVIC_0079,CNP0212832.0,0.8461538461538461
NVIC_0079,CNP0276161.0,0.8214285714285714
NVIC_0079,CNP0253106.0,0.8846153846153846
NVIC_0079,CNP0182779.0,1.0
NVIC_0079,CNP0416601.0,0.8461538461538461
NVIC_0079,CNP0370696.0,0.9166666666666666
NVIC_0079,CNP0153002.0,0.84
NVIC_0079,CNP0153046.0,0.8846153846153846
NVIC_0079,CNP0261014.0,0.9166666666666666
NVIC_0079,CNP0281671.0,0.88
NVIC_0079,CNP0018721.0,0.8846153846153846
NVIC_0079,CNP0428289.0,0.9583333333333334
NVIC_0079,CNP0333814.0,0.88
NVIC_0079,CNP0213855.0,0.88
NVIC_0079,CNP0138112.0,0.8148148148148148
NVIC_0079,CNP0225151.0,1.0
NVIC_0079,CNP0297069.0,1.0
NVIC_0079,CNP0126011.0,0.8461538461538461
NVIC_0079,CNP0491019.0,1.0
NVIC_0079,CNP0337651.0,0.8846153846153846
NVIC_0079,CNP0294813.0,0.8518518518518519
NVIC_0079,CNP0410670.0,1.0
NVIC_0079,CNP0194582.0,0.8846153846153846
NVIC_0079,CNP0280814.0,0.8846153846153846
NVIC_0079,CNP0220619.0,0.9166666666666666
NVIC_0079,CNP0472480.0,0.8846153846153846
NVIC_0079,CNP0245853.0,0.84
NVIC_0079,CNP0272289.0,1.0
NVIC_0079,CNP0206388.0,1.0
NVIC_0079,CNP0152945.0,0.9583333333333334
NVIC_0079,CNP0192208.0,0.8148148148148148
NVIC_0079,CNP0269515.0,1.0
NVIC_0079,CNP0322371.0,1.0
NVIC_0079,CNP0181626.0,0.84
NVIC_0079,CNP0076290.0,1.0
NVIC_0079,CNP0122538.0,0.8461538461538461
NVIC_0079,CNP0344422.0,0.88
NVIC_0079,CNP0436365.0,1.0
NVIC_0079,CNP0018389.0,0.88
NVIC_0079,CNP0155826.0,0.9166666666666666
NVIC_0079,CNP0290765.0,0.9166666666666666
NVIC_0079,CNP0264980.0,1.0
NVIC_0079,CNP0141057.0,1.0
NVIC_0079,CNP0101470.0,0.88
NVIC_0079,CNP0193211.0,0.8846153846153846
NVIC_0079,CNP0251263.0,0.8148148148148148
NVIC_0079,CNP0158801.0,0.88
NVIC_0079,CNP0003633.0,1.0
NVIC_0079,CNP0104208.0,1.0
NVIC_0079,CNP0293546.0,1.0
NVIC_0079,CNP0045938.0,0.88
NVIC_0079,CNP0018207.0,0.9583333333333334
NVIC_0079,CNP0306187.0,0.9583333333333334
NVIC_0079,CNP0207342.0,0.8846153846153846
NVIC_0079,CNP0435406.0,0.84
NVIC_0079,CNP0039066.0,0.88
NVIC_0079,CNP0163257.0,0.9166666666666666
NVIC_0079,CNP0151710.0,0.8846153846153846
NVIC_0079,CNP0270435.0,0.88
NVIC_0079,CNP0223953.0,0.84
NVIC_0079,CNP0325773.0,0.8148148148148148
NVIC_0079,CNP0184824.0,0.9166666666666666
NVIC_0079,CNP0116353.0,1.0
NVIC_0079,CNP0117637.0,1.0
NVIC_0079,CNP0296812.0,0.8846153846153846
NVIC_0079,CNP0166480.0,0.8846153846153846
NVIC_0079,CNP0018277.0,0.8076923076923077
NVIC_0079,CNP0018208.0,0.9583333333333334
NVIC_0079,CNP0278514.0,1.0
NVIC_0079,CNP0159842.0,0.88
NVIC_0079,CNP0237400.0,1.0
NVIC_0079,CNP0138152.0,0.88
NVIC_0079,CNP0175448.0,1.0
NVIC_0079,CNP0307038.0,1.0
NVIC_0079,CNP0248328.0,0.88
NVIC_0079,CNP0428042.0,0.9166666666666666
NVIC_0079,CNP0133125.0,0.84
NVIC_0079,CNP0377127.0,1.0
NVIC_0079,CNP0522097.0,1.0
NVIC_0079,CNP0354627.0,0.9583333333333334
NVIC_0079,CNP0313356.0,0.88
NVIC_0079,CNP0183086.0,0.88
NVIC_0079,CNP0259468.0,0.9583333333333334
NVIC_0079,CNP0099103.0,1.0
NVIC_0079,CNP0018636.0,1.0
NVIC_0079,CNP0383129.0,1.0
NVIC_0079,CNP0150633.0,1.0
NVIC_0079,CNP0018456.0,1.0
NVIC_0079,CNP0255467.0,0.88
NVIC_0079,CNP0234935.0,0.8846153846153846
NVIC_0079,CNP0252758.0,1.0
NVIC_0079,CNP0018552.0,0.88
NVIC_0079,CNP0239049.0,1.0
NVIC_0079,CNP0253493.0,0.84
NVIC_0079,CNP0204286.0,0.9166666666666666
NVIC_0079,CNP0264171.0,0.8148148148148148
NVIC_0079,CNP0169031.0,0.8076923076923077
NVIC_0079,CNP0195900.0,0.8846153846153846
NVIC_0079,CNP0136960.0,0.9166666666666666
NVIC_0079,CNP0150109.0,1.0
NVIC_0079,CNP0076699.0,0.8846153846153846
NVIC_0079,CNP0176359.0,0.8846153846153846
NVIC_0079,CNP0435318.0,0.84
NVIC_0079,CNP0018278.0,1.0
NVIC_0079,CNP0055959.0,1.0
NVIC_0079,CNP0114825.0,0.9583333333333334
NVIC_0079,CNP0311478.0,1.0
NVIC_0079,CNP0279148.0,0.88
NVIC_0079,CNP0411143.0,0.88
NVIC_0079,CNP0283159.0,1.0
NVIC_0079,CNP0213131.0,0.84
NVIC_0079,CNP0537438.0,1.0
NVIC_0079,CNP0316208.0,1.0
NVIC_0079,CNP0242672.0,1.0
NVIC_0079,CNP0434451.0,0.8148148148148148
NVIC_0079,CNP0204690.0,1.0
NVIC_0079,CNP0018564.0,1.0
NVIC_0079,CNP0227646.0,0.8076923076923077
NVIC_0079,CNP0452551.0,0.8846153846153846
NVIC_0079,CNP0197931.0,1.0
NVIC_0079,CNP0379231.0,0.8846153846153846
NVIC_0079,CNP0190086.0,0.84
NVIC_0079,CNP0144885.0,1.0
NVIC_0079,CNP0018531.0,1.0
NVIC_0079,CNP0252067.0,0.8846153846153846
NVIC_0079,CNP0217475.0,1.0
NVIC_0079,CNP0264010.0,0.88
NVIC_0079,CNP0243945.0,1.0
NVIC_0079,CNP0018209.0,0.9583333333333334
NVIC_0079,CNP0018590.0,0.88
NVIC_0079,CNP0119359.0,0.88
NVIC_0079,CNP0104547.0,0.9166666666666666
NVIC_0079,CNP0356703.0,0.88
NVIC_0079,CNP0147255.0,0.8846153846153846
NVIC_0079,CNP0280057.0,1.0
NVIC_0079,CNP0035110.0,0.9166666666666666
NVIC_0079,CNP0165284.0,0.8846153846153846
NVIC_0079,CNP0220629.0,0.8846153846153846
NVIC_0079,CNP0118216.0,0.8846153846153846
NVIC_0079,CNP0187858.0,0.84
NVIC_0079,CNP0102827.0,1.0
NVIC_0079,CNP0292488.0,0.9166666666666666
NVIC_0079,CNP0287861.0,0.8518518518518519
NVIC_0079,CNP0231266.0,1.0
NVIC_0079,CNP0547535.0,1.0
NVIC_0079,CNP0227675.0,0.8846153846153846
NVIC_0079,CNP0554604.0,1.0
NVIC_0079,CNP0075820.0,0.8846153846153846
NVIC_0079,CNP0114942.0,0.8076923076923077
NVIC_0079,CNP0326977.0,0.9166666666666666
NVIC_0079,CNP0296382.0,0.84
NVIC_0079,CNP0196728.0,1.0
NVIC_0079,CNP0256208.0,1.0
NVIC_0079,CNP0264631.0,1.0
NVIC_0079,CNP0146200.0,0.8214285714285714
NVIC_0079,CNP0142072.0,1.0
NVIC_0079,CNP0183753.0,0.9166666666666666
NVIC_0079,CNP0274449.0,0.9583333333333334
NVIC_0079,CNP0563323.0,0.9583333333333334
NVIC_0079,CNP0129624.0,0.9166666666666666
NVIC_0079,CNP0360205.0,1.0
NVIC_0079,CNP0221752.0,0.84
NVIC_0079,CNP0242452.0,1.0
NVIC_0079,CNP0352855.0,1.0
NVIC_0079,CNP0145281.0,0.8148148148148148
NVIC_0079,CNP0402546.0,0.9166666666666666
NVIC_0079,CNP0231114.0,0.88
NVIC_0079,CNP0018004.0,0.8461538461538461
NVIC_0079,CNP0300628.0,0.84
NVIC_0079,CNP0263218.0,0.9166666666666666
NVIC_0079,CNP0205137.0,0.88
NVIC_0079,CNP0572538.0,1.0
NVIC_0079,CNP0314863.0,0.8846153846153846
NVIC_0079,CNP0457830.0,0.9583333333333334
NVIC_0079,CNP0573774.0,1.0
NVIC_0079,CNP0243360.0,0.9166666666666666
NVIC_0079,CNP0275417.0,0.9166666666666666
NVIC_0079,CNP0129695.0,0.8846153846153846
NVIC_0079,CNP0018205.0,0.88
NVIC_0079,CNP0076719.0,1.0
NVIC_0079,CNP0210528.0,0.88
NVIC_0079,CNP0176814.0,1.0
NVIC_0079,CNP0160681.0,0.8846153846153846
NVIC_0079,CNP0435367.0,1.0
NVIC_0079,CNP0114146.0,1.0
NVIC_0079,CNP0402096.0,1.0
NVIC_0079,CNP0134294.0,1.0
NVIC_0079,CNP0181450.0,0.8214285714285714
NVIC_0079,CNP0272148.0,1.0
NVIC_0079,CNP0138159.0,1.0
NVIC_0079,CNP0237254.0,1.0
NVIC_0079,CNP0115280.0,1.0
NVIC_0079,CNP0142822.0,0.84
NVIC_0079,CNP0185949.0,0.88
NVIC_0079,CNP0583219.0,1.0
NVIC_0079,CNP0018649.0,0.9583333333333334
NVIC_0079,CNP0089868.0,0.9166666666666666
NVIC_0079,CNP0136432.0,0.9166666666666666
NVIC_0079,CNP0076861.0,0.9166666666666666
NVIC_0079,CNP0330894.0,1.0
NVIC_0079,CNP0586334.0,0.9166666666666666
NVIC_0079,CNP0427947.0,0.84
NVIC_0079,CNP0126394.0,1.0
NVIC_0079,CNP0224078.0,0.8846153846153846
NVIC_0079,CNP0210294.0,1.0
NVIC_0079,CNP0169087.0,1.0
NVIC_0079,CNP0343958.0,0.9166666666666666
NVIC_0079,CNP0254519.0,1.0
NVIC_0079,CNP0018206.0,0.88
NVIC_0079,CNP0307035.0,1.0
NVIC_0079,CNP0592369.0,1.0
NVIC_0079,CNP0285009.0,0.88
NVIC_0079,CNP0088109.0,0.8214285714285714
NVIC_0079,CNP0452443.0,0.8461538461538461
NVIC_0079,CNP0157355.0,1.0
NVIC_0079,CNP0018544.0,1.0
NVIC_0079,CNP0217007.0,0.8214285714285714
NVIC_0079,CNP0017596.0,0.8846153846153846
NVIC_0079,CNP0381706.0,0.8846153846153846
NVIC_0079,CNP0601534.0,1.0
NVIC_0079,CNP0250766.0,1.0
NVIC_0079,CNP0205783.0,1.0
NVIC_0079,CNP0038066.0,0.88
NVIC_0079,CNP0320507.0,0.88
NVIC_0079,CNP0436756.0,0.8148148148148148
NVIC_0079,CNP0189604.0,0.88
NVIC_0079,CNP0107903.0,1.0
NVIC_0079,CNP0380914.0,0.9166666666666666
NVIC_0080,CNP0194818.8,1.0
NVIC_0080,CNP0245665.1,0.8356164383561644
NVIC_0080,CNP0324504.1,0.8840579710144928
NVIC_0080,CNP0159838.5,0.9852941176470589
NVIC_0080,CNP0194818.7,1.0
NVIC_0080,CNP0226171.2,0.8378378378378378
NVIC_0080,CNP0159838.4,0.9852941176470589
NVIC_0080,CNP0272742.1,0.9117647058823529
NVIC_0080,CNP0159838.6,0.9852941176470589
NVIC_0080,CNP0159838.3,0.9852941176470589
NVIC_0080,CNP0324504.2,0.8840579710144928
NVIC_0080,CNP0323839.2,0.8441558441558441
NVIC_0080,CNP0396368.1,0.821917808219178
NVIC_0080,CNP0194818.5,1.0
NVIC_0080,CNP0194818.2,1.0
NVIC_0080,CNP0403043.1,0.8051948051948052
NVIC_0080,CNP0159838.1,0.9852941176470589
NVIC_0080,CNP0194818.6,1.0
NVIC_0080,CNP0226171.1,0.8378378378378378
NVIC_0080,CNP0194818.9,1.0
NVIC_0080,CNP0194818.4,1.0
NVIC_0080,CNP0194818.3,1.0
NVIC_0080,CNP0159838.7,0.9852941176470589
NVIC_0080,CNP0159838.2,0.9852941176470589
NVIC_0080,CNP0194818.1,1.0
NVIC_0080,CNP0323839.1,0.8441558441558441
NVIC_0080,CNP0323839.3,0.8441558441558441
NVIC_0081,CNP0557910.1,1.0
NVIC_0081,CNP0557910.2,1.0
NVIC_0083,CNP0479438.0,0.8222222222222222
NVIC_0083,CNP0502733.2,0.8043478260869565
NVIC_0083,CNP0502733.1,0.8043478260869565
NVIC_0083,CNP0601416.0,1.0
NVIC_0084,CNP0501976.0,0.8974358974358975
NVIC_0084,CNP0565289.0,0.8974358974358975
NVIC_0084,CNP0306111.0,1.0
NVIC_0088,CNP0491889.1,1.0
NVIC_0088,CNP0358139.1,0.8125
NVIC_0090,CNP0464722.0,1.0
NVIC_0091,CNP0248815.2,1.0
NVIC_0091,CNP0248815.1,1.0
NVIC_0093,CNP0260996.2,1.0
NVIC_0093,CNP0260996.3,1.0
NVIC_0096,CNP0172973.1,0.8875
NVIC_0096,CNP0187739.8,1.0
NVIC_0096,CNP0110367.2,0.8028169014084507
NVIC_0096,CNP0548264.1,0.9078947368421053
NVIC_0096,CNP0570143.1,0.8513513513513513
NVIC_0096,CNP0049373.1,0.8095238095238095
NVIC_0096,CNP0522997.1,0.9027777777777778
NVIC_0096,CNP0508938.0,0.8354430379746836
NVIC_0096,CNP0110367.1,0.8028169014084507
