ZINC000027518702; 0.630; NS(=O)(=O)C1=CC=C2C(NC=C(C(O)=O)C2=O)=C1
ZINC000198440369; 0.556; OC(=O)C1=CC=C2NC=C(Br)C(=O)C2=C1
ZINC000026459698; 0.548; OC(=O)C1=CNC2=NC3=C(C=C2C1=O)C(=O)C(=CN3)C(O)=O
ZINC000004219119; 0.524; OC(=O)C1=CNC2=CC(Br)=C(Br)C=C12
ZINC000058041736; 0.512; OC(=O)C1=CC=C2NC=C(I)C2=C1
ZINC000000121057; 0.510; CCOC(=O)C1=CC=C2C(NC=C(C(=O)OCC)C2=O)=C1
ZINC000040162972; 0.481; OC(=O)C1=CC=C2C(CN3CCOCC3)=CNC2=C1
ZINC000040174357; 0.480; CC(C)N1C=C(C(O)=O)C(=O)C2=CC=C(C=C12)C(O)=O
ZINC000040174355; 0.480; CCN1C=C(C(O)=O)C(=O)C2=CC=C(C=C12)C(O)=O
ZINC000000121049; 0.472; CCOC(=O)C1=CNC2=CC(=CC=C2C1=O)C(=O)OC
ZINC000001717231; 0.471; OC(=O)C1=CNC2=C(C=CC3=C2C(O)=C(C=N3)C(O)=O)C1=O
ZINC000095883973; 0.468; OC(=O)C1=CC=C2NC3=CC=C(F)C=C3C(=O)C2=C1
ZINC000072434016; 0.448; OC(=O)C1=CNC2=CC(N3CCCCC3)=C(C=C2C1=O)[N+]([O-])=O
ZINC000040174314; 0.446; CCOC(=O)C1=CNC2=CC(=CC=C2C1=O)C(=O)OC(C)C
ZINC000066340225; 0.442; OC(=O)C1=CNC2=CC(OCC3=CC=CC=C3)=CC=C12
ZINC000000033130; 0.439; OC(=O)C1=CC2=C(C=C1)C1=C(S2)C=C(C=C1)C(O)=O
ZINC000062710517; 0.438; OC(=O)C1=CC=C2OC3=CC=C(Br)C=C3C(=O)C2=C1
ZINC000062710514; 0.438; OC(=O)C1=CC=C2OC3=CC=C(Cl)C=C3C(=O)C2=C1
ZINC000062710502; 0.438; CC1=CC=C2OC3=CC=C(C=C3C(=O)C2=C1)C(O)=O
ZINC000062710512; 0.438; OC(=O)C1=CC=C2OC3=CC=C(F)C=C3C(=O)C2=C1
ZINC000004670957; 0.435; OC(=O)C1=CC(I)=C2C=CNC2=C1
ZINC000004314871; 0.432; OC(=O)C1=CC=C2C(=O)C3=CC(C(O)=O)=C(C=C3C(=O)C2=C1)C(O)=O
ZINC000072207196; 0.431; CC1=C(I)C(=O)C2=CC(=CC=C2N1)C(O)=O
ZINC000009397375; 0.431; OC(=O)C1=CC2=C(NC3=CC=CC=C3C2=O)OC1=O
ZINC000012788485; 0.431; OC(=O)C1=CC=C2C(=O)N=C(CC3=CNC4=CC=CC=C34)NC2=C1
ZINC000005426956; 0.429; OC(=O)C1=CC=C(C(O)=O)C(I)=C1
ZINC000065578972; 0.426; OC(=O)C1=CNC2=CC(NS(=O)(=O)C3=CC=CC=C3)=CC=C12
ZINC000034937992; 0.426; OC(=O)C1=CC=CC=C1C(=O)C1=CNC2=CC=CC=C12
ZINC000002601972; 0.420; FC1=CC=C(C=C1)C(=O)C1=CNC2=CC=CC=C2C1=O
ZINC000004770570; 0.420; OC(=O)CC1=C(NC2=CC(=CC=C12)C(O)=O)C(O)=O
ZINC000000315110; 0.419; OC(=O)C1=CC=C(C=C1)C(=O)C1=CC(=CC=C1C(O)=O)C(O)=O
ZINC000005410953; 0.417; OC(=O)C1=CC=C2SC3=CC=CC=C3C(=O)C2=C1
ZINC000085386638; 0.417; OC(=O)C1=CC2=NC=C(C(O)=O)C(Br)=C2C=C1
ZINC000002221604; 0.415; OC(=O)C1=CC=C2C(NC(=O)N(C3=CC=CC=C3)C2=O)=C1
ZINC000026895907; 0.415; OC(=O)C1=CNC2=CC=C(OCC3=CC=CC=C3)C=C12
ZINC000045949952; 0.415; CC(C)(C)N1C(=O)NC2=CC(=CC=C2C1=O)C(O)=O
ZINC000098180685; 0.413; OC(=O)C1=CNC2=CC=CC(I)=C12
ZINC000062710505; 0.412; CCC1=CC=C2OC3=CC=C(C=C3C(=O)C2=C1)C(O)=O
ZINC000005640443; 0.412; COC1=CC=C2OC3=CC=C(C=C3C(=O)C2=C1)C(O)=O
ZINC000104041632; 0.409; OC(=O)C1=CC2=C(O)C3=CC=CC=C3C(O)=C2C=C1
ZINC000067340959; 0.407; COC1=CC=C(C=C1OC)C(=O)C1=CNC2=CC=CC=C2C1=O
ZINC000071769302; 0.407; OC(=O)C1=CC=C(NC(=O)C(=O)C2=CNC3=CC=CC=C23)C=C1
ZINC000062710499; 0.407; CC1=CC=C2C(=O)C3=CC(=CC=C3OC2=C1C)C(O)=O
ZINC000048727957; 0.407; OC(=O)C1=CC=CC(NCC2=CNC3=CC=CC=C23)=C1
ZINC000020738136; 0.407; ClC1=CC=C2C(NC=C(C(=O)NC3CC3)C2=O)=C1
