ZINC000007051810; 0.723; FC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1)N1C=NN=N1
ZINC000007051811; 0.700; FC1=CC(=CC=C1)S(=O)(=O)NC1=CC=C(C=C1)N1C=NN=N1
ZINC000006623495; 0.660; FC1=CC=CC=C1S(=O)(=O)NC1=CC=C(C=C1)N1C=NN=N1
ZINC000003344997; 0.660; O=S(=O)(NC1=CC=C(C=C1)N1C=NN=N1)C1=CC=CC=C1
ZINC000005121195; 0.653; ClC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1)N1C=NN=N1
ZINC000007051806; 0.653; CC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1)N1C=NN=N1
ZINC000007051827; 0.635; ClC1=CC(=CC=C1)S(=O)(=O)NC1=CC=C(C=C1)N1C=NN=N1
ZINC000003348251; 0.635; CC1=CC=CC(=C1)S(=O)(=O)NC1=CC=C(C=C1)N1C=NN=N1
ZINC000006697541; 0.627; CSC1=CC=C(NS(=O)(=O)C2=CC=C(C=C2)N2C=NN=N2)C=C1
ZINC000006315497; 0.615; CC(C)C1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1)N1C=NN=N1
ZINC000000408883; 0.615; COC1=CC=C(NS(=O)(=O)C2=CC=C(C=C2)N2C=NN=N2)C=C1
ZINC000006315490; 0.615; COC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1)N1C=NN=N1
ZINC000035289099; 0.593; O=S(=O)(NC1=CC=C2CCCC2=C1)C1=CC=C(C=C1)N1C=NN=N1
ZINC000005749576; 0.591; FC1=CC=C(NS(=O)(=O)C2=CC=C(F)C(F)=C2)C=C1F
ZINC000007401933; 0.587; FC1=CC=C(NS(=O)(=O)C2=CC=C(F)C(F)=C2)C=C1
ZINC000003326471; 0.579; OC(=O)C1=CC=CC(=C1)S(=O)(=O)NC1=CC=C(C=C1)N1C=NN=N1
ZINC000006669384; 0.574; FC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC(=C1)N1C=NN=N1
ZINC000007052474; 0.565; FC1=CC=C(C=C1F)S(=O)(=O)NC1=CC=CC=C1
ZINC000007402459; 0.563; FC1=CC=C(C=C1F)S(=O)(=O)NC1=CC=C(Cl)C=C1
ZINC000007053390; 0.563; CC1=CC=C(NS(=O)(=O)C2=CC=C(F)C(F)=C2)C=C1
ZINC000003434814; 0.563; NC1=CC=C(NS(=O)(=O)C2=CC=C(F)C(F)=C2)C=C1
ZINC000003357171; 0.556; FC1=CC=C(NC(=O)C2=CC=C(C=C2)N2C=NN=N2)C=C1F
ZINC000003432041; 0.551; CS(=O)(=O)C1=CC=C(NS(=O)(=O)C2=CC=C(F)C(F)=C2)C=C1
ZINC000007051804; 0.547; O=S(=O)(NC1=CC=C(C=C1)N1C=NN=N1)C1=CC=CS1
ZINC000007051831; 0.545; CC1=CC=C(C)C(=C1)S(=O)(=O)NC1=CC=C(C=C1)N1C=NN=N1
ZINC000007056082; 0.540; FC1=CC=C(C=C1F)S(=O)(=O)NC1=CC=C(C=C1)C#N
ZINC000000411407; 0.538; O=S(=O)(NC1=NC=CC=N1)C1=CC=C(C=C1)N1C=NN=N1
ZINC000000502088; 0.537; CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(C=C2)N2C=NN=N2)=N1
ZINC000006510487; 0.536; CC1=CC=C(C(C)=C1)S(=O)(=O)NC1=CC=C(C=C1)N1C=NN=N1
ZINC000005483585; 0.536; FC1=CC=CC=C1S(=O)(=O)NC1=CC=CC(=C1)N1C=NN=N1
ZINC000014255692; 0.529; CCC1=CC=C(NS(=O)(=O)C2=CC=C(F)C(F)=C2)C=C1
ZINC000003487061; 0.529; COC1=CC=C(NS(=O)(=O)C2=CC=C(F)C(F)=C2)C=C1
ZINC000005482934; 0.528; O=S(=O)(NC1=CC=CC(=C1)N1C=NN=N1)C1=CC=CC=C1
ZINC000096501016; 0.527; FC1=CC=C(C=C1F)S(=O)(=O)NC1=NN(C=N1)C1=CC=CC=C1
ZINC000005483860; 0.526; CC1=CC=C(C=C1C)S(=O)(=O)NC1=CC=CC(=C1)N1C=NN=N1
ZINC000028781175; 0.521; FC1=CC(NS(=O)(=O)C2=CC=C(F)C(F)=C2)=CC(F)=C1
ZINC000005483687; 0.518; ClC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC(=C1)N1C=NN=N1
