ZINC000002382962; 0.476; CCOC(=O)C1=CN(C2CC2)C2=CC(F)=C(F)C=C2C1=O
ZINC000095581564; 0.471; COC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O
ZINC000019633249; 0.463; CCOC(=O)N1CCN(CC2=CC=C(Cl)C=C2Cl)CC1
ZINC000072169530; 0.449; N[C@@H]1CC[C@@H]1NC(=O)C1=CN(C2CC2)C2=CC(Cl)=C(F)C=C2C1=O
ZINC000028375852; 0.448; CC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O
ZINC000026892761; 0.447; COC(=O)C1=CN(C2CC2)C2=CC(Cl)=C(F)C=C2C1=O
ZINC000223108672; 0.446; CCOC(=O)N1CCN(CC1)C(=O)CC1=CC=C(Cl)C=C1F
ZINC000000916763; 0.442; CCOC(=O)N1CCN(CC1)C1=CC(Cl)=C(C=C1F)C#N
ZINC000052539092; 0.434; CCOC(=O)N1CCN(CC1)C(=O)C1=CC=C(Cl)C=C1F
ZINC000015828652; 0.432; CCOC(=O)C1=CN(C)C2=CC(N3CCCC3)=C(F)C=C2C1=O
ZINC000000366933; 0.432; OC(=O)C1=CN(C2CC2)C2=CC(N3CCOCC3)=C(F)C=C2C1=O
ZINC000000020220; 0.432; OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O
ZINC000077286236; 0.427; CCOC(=O)C1=CN(C2CC2)C2=CC(F)=C(OC)C=C2C1=O
ZINC000013331719; 0.427; CCOC(=O)N1CCN(CC1)C1=CC(Cl)=CC=C1C
ZINC000003100415; 0.427; CCOC(=O)N1CCN(CC1)C(=O)C1=CC=C(Cl)C=C1Cl
ZINC000036372550; 0.424; CCOC(=O)N1CCN(CC(=O)C2=CC=C(Cl)C=C2Cl)CC1
ZINC000034467515; 0.419; CCOC(=O)C1=CN(C2CC2)C2=CC(F)=CC=C2C1=O
ZINC000024471212; 0.416; CCOC(=O)N1CCC(CC1)NC(=O)C1=CC(Cl)=CC=C1O
ZINC000005717148; 0.414; CCOC(=O)N1CCN(CC1)C1=CC=NC2=CC(Cl)=CC=C12
ZINC000001424843; 0.413; CCOC(=O)C1=CN(C2CC2)C2=CC(Cl)=C(C=C2C1=O)[N+]([O-])=O
ZINC000000618071; 0.412; CCOC(=O)N1CCN(CC1)C(=O)NC1=CC=C(Cl)C=C1Cl
ZINC000040161811; 0.412; CCOC(=O)N1CCN(CC2=CC=C(F)C=C2Cl)CC1
