ZINC000033127657; 0.745; C[C@H](NC(=O)NC1=CC=C(C)C=C1)C(=O)N1CCC2=CC=CC=C12
ZINC000033127656; 0.745; C[C@@H](NC(=O)NC1=CC=C(C)C=C1)C(=O)N1CCC2=CC=CC=C12
ZINC000033127918; 0.704; CNC(=O)N[C@H](C(=O)N1CCC2=CC=CC=C12)C1=CC=CC=C1
ZINC000033127917; 0.704; CNC(=O)N[C@@H](C(=O)N1CCC2=CC=CC=C12)C1=CC=CC=C1
ZINC000006881630; 0.643; C[C@@H](NC(=O)NC1=CC=CC=C1)C(=O)N1CCC2=CC=CC=C12
ZINC000006881629; 0.643; C[C@H](NC(=O)NC1=CC=CC=C1)C(=O)N1CCC2=CC=CC=C12
ZINC000033127676; 0.597; C[C@@H](NC(=O)NC1=CC(C)=CC=C1)C(=O)N1CCC2=CC=CC=C12
ZINC000033127677; 0.597; C[C@H](NC(=O)NC1=CC(C)=CC=C1)C(=O)N1CCC2=CC=CC=C12
ZINC000009379308; 0.596; C[C@@H](NC1=CC=C(C)C=C1)C(=O)N1CCC2=CC=CC=C12
ZINC000009379307; 0.596; C[C@H](NC1=CC=C(C)C=C1)C(=O)N1CCC2=CC=CC=C12
ZINC000033127762; 0.593; CC1=CC=C(NC(=O)NCC(=O)N2CCC3=CC=CC=C23)C=C1
ZINC000035282718; 0.554; CC1=CC=C(NC(=O)N[C@@H](C(O)=O)C2=CC=CC=C2)C=C1
ZINC000021161695; 0.541; C[C@@H](NC(=O)C1=CC=C(C)C=C1)C(=O)N1CCC2=CC=CC=C12
ZINC000021161699; 0.541; C[C@H](NC(=O)C1=CC=C(C)C=C1)C(=O)N1CCC2=CC=CC=C12
ZINC000002887357; 0.525; C[C@H](OC1=CC=C(C)C=C1)C(=O)N1CCC2=CC=CC=C12
ZINC000002887359; 0.525; C[C@@H](OC1=CC=C(C)C=C1)C(=O)N1CCC2=CC=CC=C12
ZINC000000500288; 0.525; CC1=CC=C(NC(=O)CCC(=O)N2CCC3=CC=CC=C23)C=C1
ZINC000033127658; 0.524; C[C@@H](NC(=O)NC1=CC=CC=C1C)C(=O)N1CCC2=CC=CC=C12
ZINC000033127659; 0.524; C[C@H](NC(=O)NC1=CC=CC=C1C)C(=O)N1CCC2=CC=CC=C12
ZINC000057236965; 0.508; CC1=CC=C(NCC(=O)N2CCC3=CC=CC=C23)C=C1
ZINC000033127728; 0.508; CC(C)NC(=O)N[C@@H](C)C(=O)N1CCC2=CC=CC=C12
ZINC000033127729; 0.508; CC(C)NC(=O)N[C@H](C)C(=O)N1CCC2=CC=CC=C12
ZINC000003403277; 0.500; C[C@@H](NC1=CC=CC=C1)C(=O)N1CCC2=CC=CC=C12
ZINC000032878682; 0.500; O[C@H](C(=O)N1CCC2=CC=CC=C12)C1=CC=CC=C1
ZINC000032878680; 0.500; O[C@@H](C(=O)N1CCC2=CC=CC=C12)C1=CC=CC=C1
ZINC000034758237; 0.500; N[C@H](C(=O)N1CCC2=CC=CC=C12)C1=CC=CC=C1
ZINC000015861530; 0.500; N[C@@H](C(=O)N1CCC2=CC=CC=C12)C1=CC=CC=C1
ZINC000193440614; 0.500; COC(=O)[C@H](NC(=O)N1CCC2=CC=CC=C12)C1=CC=CC=C1
