ZINC000004975017; 0.523; CCOC(=O)CCCCN(C)CCCCC(=O)OCC
ZINC000001687968; 0.511; CCOC(=O)CCCCC(=O)N(C(C)C)C(C)C
ZINC000003875772; 0.500; CCOC(=O)CCCCCCCCC(=O)OCC
ZINC000095398543; 0.500; CCOCC(=O)N(C)CCCCN(C)C(=O)COCC
ZINC000004958327; 0.478; CCOC(=O)CCCCN(CC)CCCCC(=O)OCC
ZINC000095934054; 0.435; CCOC(=O)CCCCCC(=O)CC(=O)OCC
ZINC000001555968; 0.426; CCOC(=O)CCN(CCC(=O)OCC)C(C)C
ZINC000001687970; 0.420; CCOC(=O)CCC(=O)N(CC(C)C)CC(C)C
ZINC000002245465; 0.417; CCOC(=O)CCCCCCC(=O)C(=O)OCC
ZINC000084792619; 0.415; CCOC(=O)CCCCCCCNC(=O)NC(C)C
ZINC000004975006; 0.413; CCOC(=O)CCCCSCCCCC(=O)OCC
ZINC000031912492; 0.409; CCOC(=O)CCN(CCC(=O)OCC)CCC(=O)OCC
ZINC000004828798; 0.409; CCOC(=O)CCCC(=O)CCCC(=O)OCC
ZINC000006154464; 0.408; CCOC(=O)CCCCC(C(=O)OCC)C(=O)OCC
ZINC000019167386; 0.404; CCOC(=O)CCN(CCC(=O)OCC)N(C)C
ZINC000032232550; 0.400; CCOC(=O)CCCCCP(=O)(OCC)OCC
ZINC000004720807; 0.396; CCCCN(CCC(=O)OCC)CCC(=O)OCC
ZINC000039625092; 0.393; CCOC(=O)CCCCCC(=O)C1=CC=C(C=C1)N(C)C
ZINC000095951421; 0.392; CCCC(=O)N(CCC(=O)OCC)CC(=O)OCC
ZINC000001727901; 0.391; CCOC(=O)CCCSCCCC(=O)OCC
ZINC000217391468; 0.387; CCOC(=O)CCCCCN(C=O)[C@@H]1CCS(=O)(=O)C1
ZINC000217391540; 0.387; CCOC(=O)CCCCCN(C=O)[C@H]1CCS(=O)(=O)C1
ZINC000036667872; 0.386; CCOC(=O)CCN[C@H](C)CCCN(CC)CC
ZINC000036667873; 0.386; CCOC(=O)CCN[C@@H](C)CCCN(CC)CC
ZINC000084744590; 0.385; CCCCNC(=O)NCCCCCCCC(=O)OCC
