ZINC000000794891; 0.672; CC1=CC=C(C=C1)N1C(=O)C(=CC2=C1CC(C)(C)CC2=O)C(O)=O
ZINC000002809799; 0.672; CC1=CC=C(C=C1)N1C(=O)C(=CC2=C1CC(C)(C)CC2=O)C(N)=O
ZINC000000794892; 0.651; CNC(=O)C1=CC2=C(CC(C)(C)CC2=O)N(C1=O)C1=CC=C(C)C=C1
ZINC000032985405; 0.587; CC1=CC=C(C=C1)N1C(=O)C(=CC2=C1CC(C)(C)CC2=O)C#N
ZINC000004559655; 0.547; CC1(C)CC(=O)C2=C(C1)N(C1=CC=CC=C1)C(=O)C(=C2)C(O)=O
ZINC000000198349; 0.547; CC1(C)CC(=O)C2=C(C1)N(C1=CC=CC=C1)C(=O)C(=C2)C(N)=O
ZINC000013957720; 0.538; CC1(C)CC(=O)C2=C(C1)NC(=O)C(=C2)C(=O)N1CCOCC1
ZINC000000198350; 0.537; CC1(C)CC(=O)C2=C(C1)N(C1=CC=C(Cl)C=C1)C(=O)C(=C2)C(N)=O
ZINC000034925399; 0.537; CC1(C)CC(=O)C2=C(C1)N(C1=CC=C(F)C=C1)C(=O)C(=C2)C(O)=O
ZINC000000437767; 0.530; CNC(=O)C1=CC2=C(CC(C)(C)CC2=O)N(C1=O)C1=CC=CC=C1
ZINC000000194501; 0.522; COC1=CC=C(C=C1)N1C(=O)C(=CC2=C1CC(C)(C)CC2=O)C(O)=O
ZINC000000198356; 0.522; COC1=CC=C(C=C1)N1C(=O)C(=CC2=C1CC(C)(C)CC2=O)C(N)=O
ZINC000010742003; 0.508; CC1=CC(C(=O)N2CCOCC2)=C(C)N1C1=CC=C(C)C=C1
ZINC000032985418; 0.507; CC1(C)CC(=O)C2=C(C1)N(C1=CC=C(O)C=C1)C(=O)C(=C2)C#N
ZINC000004031273; 0.507; CCOC(=O)C1=CC2=C(CC(C)(C)CC2=O)N(C1=O)C1=CC=CC=C1
ZINC000032985419; 0.478; CC1=CC(=CC(C)=C1)N1C(=O)C(=CC2=C1CC(C)(C)CC2=O)C#N
ZINC000032955185; 0.471; CC1=CC=CC(=C1)N1C(=O)C(=CC2=C1CC(C)(C)CC2=O)C#N
ZINC000003901013; 0.470; CC1(C)CC(=O)C2=C(C1)N(C(=O)C(=C2)C#N)C1=CC=CC=C1
ZINC000032985406; 0.464; CC1(C)CC(=O)C2=C(C1)N(C1=CC=C(F)C=C1)C(=O)C(=C2)C#N
ZINC000032955150; 0.457; CC1=CC=C(C=C1C)N1C(=O)C(=CC2=C1CC(C)(C)CC2=O)C#N
ZINC000000384261; 0.456; CC1=CC2=C(CC(C)(C)CC2=O)N1C1=CC=C(C=C1)C(N)=O
