NVIC_id,SMILES,BBB,OATP1B1_inhibitor,OATP1B3_inhibitor,OATP2B1_inhibitor,OCT1_inhibitor,OCT2_inhibitor,BCRP_inhibitor,BSEP_inhibitor,MATE1_inhibitor,Pgp_inhibitor,Pgp_substrate,PPB,VDss
NVIC0090,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,0.989600419998169,0.9715375900268555,0.9740536212921143,0.1079571321606636,0.8906882405281067,0.7127187848091125,0.2614106833934784,0.878838837146759,0.17017020285129547,0.7566277980804443,0.3377446234226227,0.8794262409210205,0.7428377271
NVIC0091,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,0.9758020043373108,0.984531819820404,0.990345299243927,0.04865460842847824,0.2565794289112091,0.30513978004455566,0.035497862845659256,0.7403375506401062,0.06747853010892868,0.4526941776275635,0.19813121855258942,0.7953815460205078,-0.3017735183
NVIC0092,NC(=O)c1nc(F)c[nH]c1=O,0.8353278040885925,0.986647367477417,0.9941258430480957,0.07545957714319229,0.08274443447589874,0.09547661244869232,0.04008539766073227,0.02602459490299225,0.06483840942382812,0.018099751323461533,0.07216481864452362,0.27229124307632446,-0.1807977706
NVIC0093,CC(C)NCC(O)COc1cccc2ccccc12,0.9798575043678284,0.9851105213165283,0.9888301491737366,0.08368790149688721,0.7522416710853577,0.6213964819908142,0.1348707675933838,0.6416874527931213,0.1398886889219284,0.4081275463104248,0.5277754068374634,0.6794446706771851,0.6619133353
NVIC0094,O=C1CC(c2ccc3c(c2)OCO3)c2c([nH]c(SCc3cccc(F)c3)nc2=O)N1,0.8701251745223999,0.8909481167793274,0.8393711447715759,0.28244656324386597,0.5078375935554504,0.2621220052242279,0.1922694891691208,0.958605945110321,0.3485182821750641,0.8169589638710022,0.38535118103027344,0.8708258867263794,-0.2914720476
NVIC0095,O=C(Nc1ccccc1F)N[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O,0.5592052936553955,0.8284584879875183,0.8419180512428284,0.3380896747112274,0.3490990400314331,0.20496128499507904,0.5137715935707092,0.854402482509613,0.2137681096792221,0.7402163743972778,0.26034456491470337,0.9686902761459351,-0.4330972731
NVIC0096,C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,0.19761180877685547,0.3911878168582916,0.44563454389572144,0.36930662393569946,0.17546962201595306,0.10279873013496399,0.3861607313156128,0.8806472420692444,0.1461048424243927,0.5898866653442383,0.9224830865859985,0.7797297239303589,-0.3308220208
NVIC0097,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,0.8081805109977722,0.7544680833816528,0.7790716290473938,0.4834114611148834,0.6343131065368652,0.14215369522571564,0.7777230739593506,0.9013115167617798,0.11253231763839722,0.6181443929672241,0.2418687492609024,0.9803380966186523,0.2853498161
NVIC0098,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0.10672957450151443,0.9466260075569153,0.9701446294784546,0.19440212845802307,0.048114437609910965,0.06344138085842133,0.07329670339822769,0.04355864226818085,0.06993577629327774,0.03104444406926632,0.4733806848526001,0.4010692238807678,-0.2947641313
NVIC0099,CC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c3c(c(C(=O)/C=C/c4ccccc4)c2O)OC(C)(C)C=C3)c1O,0.1307552009820938,0.6375487446784973,0.572077751159668,0.6288884878158569,0.48648953437805176,0.2785520851612091,0.8578124642372131,0.7700831294059753,0.4007354974746704,0.7578867673873901,0.32641303539276123,1.0292270183563232,0.09461671114
NVIC0100,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)(C)O,0.6959404945373535,0.6071807146072388,0.6034490466117859,0.48622897267341614,0.5048004984855652,0.11011414229869843,0.8348206281661987,0.94999760389328,0.13833807408809662,0.5945237874984741,0.6841673851013184,0.8616609573364258,-0.04977056757
NVIC0101,C1CCC[C@@H]2CCCN3CC[C@H](CCCCCC[C@H]4CCCN5CC[C@H](CC1)O[C@H]45)O[C@H]23,0.8630874156951904,0.9193737506866455,0.914465606212616,0.2966836392879486,0.7356752753257751,0.5145888328552246,0.6003316044807434,0.8456412553787231,0.16394495964050293,0.7728602886199951,0.5834516286849976,0.9328572750091553,0.7306631207
NVIC0102,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,0.7594062685966492,0.7614408731460571,0.7259089350700378,0.3787689507007599,0.777249276638031,0.4543114900588989,0.8283006548881531,0.9475685954093933,0.34065866470336914,0.9682103991508484,0.7854500412940979,0.9196681976318359,1.309695959
NVIC0103,C/C=C1\CN2CCc3c([nH]c4ccccc34)C2CC1C(Cc1c[n+]2c(c3[nH]c4ccccc4c13)CC1C(C(=O)OC)=COC(C)C1C2)C(=O)OC,0.5370898842811584,0.6206356287002563,0.5332975387573242,0.4718513786792755,0.5049119591712952,0.29509595036506653,0.7937484979629517,0.977663516998291,0.3530423939228058,0.9605556130409241,0.761389970779419,0.8891333341598511,-0.0547404103
NVIC0104,C/C(=N\NC(=O)c1ccncc1)C(=O)O,0.5006652474403381,0.9620183110237122,0.98246830701828,0.13436605036258698,0.09999199211597443,0.046180885285139084,0.06223785877227783,0.034824248403310776,0.0973321869969368,0.02517799288034439,0.07824006676673889,0.21615633368492126,-0.6125747561
NVIC0105,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,0.16102629899978638,0.9157840013504028,0.9510835409164429,0.184059277176857,0.04109245911240578,0.03937583789229393,0.021572260186076164,0.027128325775265694,0.04614666849374771,0.02861824445426464,0.1380331963300705,-0.06137928367,-0.6750958562
NVIC0106,N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,0.17532439529895782,0.8827207088470459,0.9363910555839539,0.21878725290298462,0.044850945472717285,0.06433553248643875,0.048082344233989716,0.08909914642572403,0.05409286543726921,0.03084469400346279,0.5392225384712219,0.43474382162094116,-0.6225736737
NVIC0107,CC(=O)Nc1ccc(/C(C)=N\Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)cc1,0.5969505310058594,0.7126493453979492,0.5793867111206055,0.5638670921325684,0.5144924521446228,0.16762414574623108,0.6444693803787231,0.9533088803291321,0.30980682373046875,0.9175809025764465,0.19121608138084412,0.8689115047454834,-0.3116232455
NVIC0108,Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12,0.8943972587585449,0.9830054640769958,0.993074893951416,0.07806941866874695,0.07085560262203217,0.09707022458314896,0.05196376517415047,0.06663751602172852,0.050033874809741974,0.034998346120119095,0.1166054829955101,0.44720903038978577,-0.02975992486
NVIC0109,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,0.07693541795015335,0.8357535600662231,0.9026450514793396,0.21687915921211243,0.05597275495529175,0.07796154171228409,0.08877082914113998,0.13322530686855316,0.08309349417686462,0.07441461831331253,0.8432353138923645,0.36394408345222473,-0.3596227467
NVIC0110,O=c1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,0.42506739497184753,0.9372243881225586,0.9720609784126282,0.14909008145332336,0.05589916557073593,0.042212218046188354,0.03767404705286026,0.03181687742471695,0.06160944700241089,0.03621450811624527,0.10048150271177292,0.07546645402908325,-0.2773220539
NVIC0111,CCOC(=O)C1=C(COCCNc2ccccc2S(=O)(=O)O)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,0.3791343569755554,0.6800553202629089,0.5865809321403503,0.5164706110954285,0.2003149837255478,0.12651978433132172,0.4166719615459442,0.9574883580207825,0.1759587675333023,0.8948028087615967,0.585532009601593,0.9273601770401001,-0.731439352
NVIC0112,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,0.9394322633743286,0.8634626865386963,0.8792877197265625,0.2081812620162964,0.8036078810691833,0.5646954774856567,0.5116598010063171,0.9597556591033936,0.2097795158624649,0.944750189781189,0.7905365824699402,0.8939162492752075,0.6682983637
NVIC0114,CN1C(=O)[C@]23CC4=CC=C[C@H](O)[C@H]4N2C(=O)[C@@]1(CO)SS3,0.6488842368125916,0.8872668743133545,0.9505350589752197,0.1145896315574646,0.08623320609331131,0.05205235257744789,0.0638216957449913,0.26149991154670715,0.05526481196284294,0.1312279999256134,0.20219601690769196,0.033745720982551575,-0.4579062164
NVIC0115,NC(=O)CC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O,0.04039765149354935,0.7783638834953308,0.8859482407569885,0.23094479739665985,0.0579192228615284,0.07485607266426086,0.03454228490591049,0.18666687607765198,0.08500649034976959,0.12320869415998459,0.8028824329376221,0.35418808460235596,-0.6463261247
NVIC0116,Cl[La](Cl)Cl,0.9369922876358032,0.9892237782478333,0.9935696125030518,0.08321511000394821,0.21122747659683228,0.09722652286291122,0.037602610886096954,0.11092660576105118,0.060681045055389404,0.007693997584283352,0.02414514124393463,0.4336218237876892,0.09844636917
NVIC0117,CCN(CCCC(C)Nc1ccnc2cc(Cl)ccc12)CCOP(=O)(O)OOP(=O)(O)O,0.15006795525550842,0.8089147806167603,0.8387174010276794,0.2938079833984375,0.07958093285560608,0.14384636282920837,0.09790249913930893,0.4792901873588562,0.12250735610723495,0.14920096099376678,0.8686074614524841,0.6707934141159058,-0.3959720433
NVIC0118,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.9224736094474792,0.8864412307739258,0.9066681265830994,0.33446913957595825,0.6409168243408203,0.311044842004776,0.5654090642929077,0.8930866122245789,0.09201323986053467,0.6524615287780762,0.22312435507774353,0.9841994047164917,0.2488985658
