NVIC_id,SMILES,CYP1A2_inhibitor,CYP3A4_inhibitor,CYP2B6_inhibitor,CYP2C9_inhibitor,CYP2C19_inhibitor,CYP2D6_inhibitor,CYP1A2_substrate,CYP3A4_substrate,CYP2B6_substrate,CYP2C9_substrate,CYP2C19_substrate,CYP2D6_substrate,HLM,RLM,UGT_substrate
NVIC0013,COc1ccc2sc(NC(c3ccc(OC(F)F)cc3)c3ccc4cccnc4c3O)nc2c1,0.7418311238288879,0.6934256553649902,0.6986010074615479,0.9282982349395752,0.8917718529701233,0.1670776159,0.42731618881225586,0.5171192288398743,0.42974644899368286,0.3961084187030792,0.39613160490989685,0.18359877169132233,0.5568219423294067,0.7318728566169739,0.5740590691566467
NVIC0014,CNc1ccc2oc(C[C@H]3O[C@@]4(CC[C@H]3C)O[C@H]([C@H](C)C(=O)c3ccc[nH]3)[C@H](C)C[C@H]4C)nc2c1C(=O)O,0.02952856570482254,0.0410475917160511,0.3048946261405945,0.2259359061717987,0.0878048986196518,0.03900514171,0.23524945974349976,0.5822440981864929,0.11067024618387222,0.34239673614501953,0.23307034373283386,0.08925491571426392,0.03915856406092644,0.04668980464339256,0.5607250928878784
NVIC0015,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,0.005264611449092627,0.34315282106399536,0.24616095423698425,0.10621629655361176,0.1323617696762085,0.07776834071,0.16854290664196014,0.6202085018157959,0.2533855140209198,0.22620554268360138,0.297204852104187,0.18090996146202087,0.7956474423408508,0.7735586166381836,0.42287376523017883
NVIC0016,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccccc2)cc1,0.6732956171035767,0.6188384890556335,0.7674704194068909,0.5777872204780579,0.8680816292762756,0.7752525806,0.336435467004776,0.33421894907951355,0.2327510416507721,0.17126281559467316,0.11172179877758026,0.37759730219841003,0.5073224902153015,0.7014776468276978,0.5890345573425293
NVIC0017,NC(=O)c1[nH]nc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O,0.005316749680787325,0.008118133060634136,0.03457937017083168,0.003186017507687211,0.008500203490257263,0.004077080637,0.010003507137298584,0.018198061734437943,0.026880597695708275,0.016740934923291206,0.012692860327661037,0.007158249616622925,0.011850244365632534,0.03575273975729942,0.8540152907371521
NVIC0018,Nc1nc2c(c(=O)[nH]1)NC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2,0.009235351346433163,0.008412154391407967,0.05552361533045769,0.007331692148000002,0.01574639603495598,0.01885790937,0.01901174709200859,0.049676090478897095,0.0262361541390419,0.018510213121771812,0.010494873858988285,0.015913119539618492,0.033218011260032654,0.03028988279402256,0.7778688073158264
NVIC0019,Oc1ccc(/C=N\Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)cc1,0.9265658259391785,0.6109054088592529,0.4459959864616394,0.8724710941314697,0.7770415544509888,0.1534067988,0.33137547969818115,0.21508418023586273,0.1818091720342636,0.26664161682128906,0.23660247027873993,0.07311007380485535,0.5305328369140625,0.7634641528129578,0.7807549834251404
NVIC0020,COc1cc(/C=N\Nc2cc(N3CCOCC3)nc(N3CCOCC3)n2)ccc1O,0.6054742932319641,0.14888228476047516,0.27587705850601196,0.5031689405441284,0.19398564100265503,0.05477360263,0.03476623073220253,0.059345223009586334,0.061462827026844025,0.040665071457624435,0.01627151481807232,0.0158774945884943,0.49618154764175415,0.37931200861930847,0.9415050148963928
NVIC0021,COc1ccc(/C=C2/SC(=N)NC2=O)cc1O,0.2893541157245636,0.013639773242175579,0.14928372204303741,0.06005929782986641,0.04132412001490593,0.01857621595,0.1077948734164238,0.0803912878036499,0.14362910389900208,0.05865342915058136,0.07705412060022354,0.04442404583096504,0.03812591731548309,0.07606934756040573,0.954909086227417
NVIC0022,C[C@@H]1N[C@@H]2N(C1=O)c1ccccc1[C@@]21C[C@H]2n3c(nc4ccccc4c3=O)C(=O)C(C)(C)[C@@]2(O)O1,0.06309127807617188,0.006515331566333771,0.11324910074472427,0.030077286064624786,0.009653558023273945,0.01093454286,0.30622419714927673,0.6243114471435547,0.11580343544483185,0.08587504923343658,0.23395003378391266,0.07156706601381302,0.07535547018051147,0.09026409685611725,0.6458396911621094
NVIC0023,CC1(C)C=Cc2cc3c(cc2O1)NC(=O)[C@]31C[C@@]23NC(=O)[C@]4(CCCN4C2=O)C[C@@H]3C1(C)C,0.07196243852376938,0.1925167739391327,0.21296192705631256,0.06871673464775085,0.11836071312427521,0.1186216474,0.32255640625953674,0.7036665678024292,0.2581130266189575,0.19780121743679047,0.36724257469177246,0.11782608181238174,0.28034690022468567,0.40754184126853943,0.6212682127952576
NVIC0024,O=C(O)[C@H]1O[C@@H](Oc2c(O)cc(O)c3c(=O)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(-c4ccc(O)c(O)c4)oc23)[C@H](O)[C@@H](O)[C@@H]1O,0.06454857438802719,0.006752814166247845,0.058628980070352554,0.010100483894348145,0.016434233635663986,0.04034531116,0.03882793337106705,0.07052529603242874,0.025374913588166237,0.014808624982833862,0.010486334562301636,0.03467616066336632,0.06678271293640137,0.08052440732717514,0.8603492379188538
NVIC0025,CN(C(=O)COc1cccc2c1OC(C)(C)C2)c1nc2c(s1)CCCC2,0.9161070585250854,0.6346379518508911,0.6238641738891602,0.897162139415741,0.9668231010437012,0.4949000776,0.8257347345352173,0.8022857904434204,0.8236949443817139,0.5715546011924744,0.8446643948554993,0.5385323166847229,0.845730185508728,0.9450518488883972,0.15164950489997864
NVIC0026,O=C(O)c1cc(-c2ccc(/C=C3\SC(=S)N(CCc4ccc(OCC5CC5)cc4)C3=O)o2)ccc1Cl,0.5284845232963562,0.09371525794267654,0.6067379117012024,0.7447065114974976,0.36430615186691284,0.07185104489,0.5670170783996582,0.7364936470985413,0.46361109614372253,0.7965323328971863,0.616252601146698,0.2589351534843445,0.14554601907730103,0.17349611222743988,0.6245402097702026
NVIC0027,C[C@@H]1C[C@@]23C[C@H]4C(C)(C)[C@@]5(C[C@]4(C[N+]2([O-])C1)N(C)C3=O)C(=O)Nc1c5ccc2c1C(=O)CC(C)(C)O2,0.015997305512428284,0.17629671096801758,0.26283320784568787,0.0645880326628685,0.0947800949215889,0.2088603377,0.2845485210418701,0.8258633613586426,0.4435139298439026,0.18687032163143158,0.4129568338394165,0.2298169732093811,0.46787169575691223,0.5122695565223694,0.3705087900161743
NVIC0028,OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,0.0038443056400865316,0.005760285072028637,0.06644885241985321,0.01257991325110197,0.028515305370092392,0.008408468217,0.008813870139420033,0.02296719327569008,0.03561902791261673,0.023884687572717667,0.010800893418490887,0.012489394284784794,0.06250043213367462,0.08183888345956802,0.8089014291763306
