NVIC_id,SMILES,Neurotoxicity,DILI,hERG_1uM,hERG_10uM,hERG_30uM,hERG_1_10uM,hERG_10_30uM,Respiratory_toxicity,Nephrotoxicity,Eye_corrosion,Eye_irritation,Skin_corrosion,Skin_irritation,Skin_sensitisation,ADT,Ames,Mouse_carcinogenicity_c,Mouse_carcinogenicity,Rat_carcinogenicity_c,Rat_carcinogenicity,Rodents_carcinogenicity,Micronucleus,Reproductive_toxicity,Mitochondrial_toxicity,Hemolytic_toxicity,Repeated_dose_toxicity,AOT_c,AOT,FDAMDD_c,FDAMDD,AR,ER,AR_LBD,ER_LBD,Aromatase,AhR,ARE,ATAD5,HSE,p53,PPAR,MMP,TR,GR,subcapitata_toxicity,Crustaceans_toxicity,magna_toxicity,Fish_toxicity,Fathead_minnow_toxicity,Bluegill_sunfish_toxicity,Rainbow_trout_toxicity,Sheepshead_minnow_toxicity,pyriformis_toxicity_c,pyriformis_toxicity,Honey_bee_toxicity,Colinus_virginanus_toxicity,Anas_platyrhynchos_toxicity,BCF_c,BCF,Biodegradability,Photoinduced_toxicity,Phototoxicity_Photoirritation,Photoallergy
NVIC0073,CCn1cc(C(=O)NCc2ccc(Cl)cc2)c(=O)c2ccc(C(F)(F)F)cc21,-2.662761688,0.6948844790458679,0.1216399297118187,0.9086701273918152,0.9858163595199585,0.48697805404663086,0.9863866567611694,0.6522504687309265,0.4061359465122223,0.00290544587187469,0.020613329485058784,0.00494304159656167,0.02750418335199356,0.03203389421105385,0.7996901273727417,0.574146568775177,0.32884934544563293,0.7243905067443848,0.24984215199947357,2.0362019538879395,0.27593597769737244,0.8720523118972778,0.9161343574523926,0.6896631717681885,0.10990389436483383,0.8839728236198425,0.8278247117996216,-2.788728237,0.8298918008804321,2.9706404209136963,0.35054540634155273,0.14243857562541962,0.32014837861061096,0.3763090968132019,0.46940794587135315,0.38749945163726807,0.6487292647361755,0.10399463027715683,0.15963633358478546,0.27712005376815796,0.36371707916259766,0.6373057961463928,0.493219256401062,0.47176605463027954,0.6945161819458008,0.8878278136253357,0.8879290819168091,0.9481756091117859,0.8677087426185608,0.9492220282554626,0.9506247043609619,0.9166585206985474,0.995276689529419,2.058292865753174,0.1647251695394516,0.12376047670841217,0.07812295109033585,0.1336260288953781,1.997222900390625,0.02333918586373329,0.6166317462921143,0.3765909969806671,0.5390943884849548
NVIC0074,NC(=O)C1CCN(c2cc3c(cc2F)c(=O)c(C(=O)NCc2ccc(Cl)cc2Cl)cn3C2CC2)CC1,-2.746288776,0.7168102860450745,0.09785152971744537,0.7055875658988953,0.9379539489746094,0.26362064480781555,0.9132344126701355,0.855947732925415,0.3353198170661926,0.0008168708300217986,0.005145763512700796,0.011397715657949448,0.04516642540693283,0.01719757728278637,0.8868538737297058,0.40051037073135376,0.26408419013023376,0.9202314019203186,0.23895271122455597,2.290322780609131,0.2494625747203827,0.9070053696632385,0.9320513010025024,0.3943830132484436,0.16222946345806122,0.8495777249336243,0.8648109436035156,-2.774972439,0.867486298084259,3.1067605018615723,0.3977415859699249,0.18610115349292755,0.25645387172698975,0.4257209002971649,0.3701523244380951,0.287727415561676,0.6455353498458862,0.15802061557769775,0.12032026797533035,0.2591884136199951,0.3098326623439789,0.6638413071632385,0.4851175546646118,0.4464779496192932,0.6756538152694702,0.8814658522605896,0.8857571482658386,0.8721998333930969,0.7494597434997559,0.883251965045929,0.8835525512695312,0.816924512386322,0.981583297252655,1.8701837062835693,0.28836193680763245,0.11879497021436691,0.0663766860961914,0.07482752203941345,1.4658844470977783,0.01455566007643938,0.5200836658477783,0.4466410279273987,0.4109768271446228
NVIC0075,CCOC(=O)C1CCN(c2cc3c(cc2F)c(=O)c(C(=O)NCc2ccc(Cl)cc2Cl)cn3CC)CC1,-2.683420897,0.6516603231430054,0.10673288255929947,0.6079505681991577,0.9101744294166565,0.23941905796527863,0.860004723072052,0.7629136443138123,0.32757166028022766,0.0011699197348207235,0.010490036569535732,0.01273679081350565,0.05101726949214935,0.023969808593392372,0.8596181869506836,0.2827017605304718,0.25804728269577026,0.47685161232948303,0.2185744345188141,1.748375654220581,0.24033184349536896,0.8327792882919312,0.8896575570106506,0.6106904745101929,0.24723556637763977,0.7705832719802856,0.7776859998703003,-2.785382271,0.8587062954902649,2.9969897270202637,0.419560045003891,0.20471863448619843,0.22627121210098267,0.41308149695396423,0.3651421368122101,0.24628716707229614,0.6283593773841858,0.16976651549339294,0.15440118312835693,0.2717601954936981,0.40164968371391296,0.7418557405471802,0.4962952136993408,0.4795936942100525,0.6101455688476562,0.8744077682495117,0.8733748197555542,0.881193220615387,0.7610583305358887,0.8981099128723145,0.8905609846115112,0.8328771591186523,0.9833586812019348,1.9540159702301025,0.26590755581855774,0.08950845897197723,0.06080387905240059,0.08926095813512802,1.469312071800232,0.02188272401690483,0.5459864735603333,0.4135820269584656,0.4240112006664276
NVIC0076,CCOC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)NCc2ccc(Cl)cc2Cl)cn3CC)CC1,-2.73743701,0.6934614777565002,0.058976806700229645,0.39421942830085754,0.8322084546089172,0.10375836491584778,0.7012563943862915,0.7748078107833862,0.38521096110343933,0.0010101785883307457,0.00902001466602087,0.01121740136295557,0.05278417468070984,0.024816617369651794,0.8698521256446838,0.31286823749542236,0.28278762102127075,0.48717787861824036,0.26472538709640503,1.8387782573699951,0.2837385833263397,0.84108966588974,0.8747057914733887,0.5219395756721497,0.26162639260292053,0.7376169562339783,0.7840337753295898,-2.811975479,0.8402796387672424,2.9699747562408447,0.4362366795539856,0.23556366562843323,0.2222640961408615,0.39926034212112427,0.32592710852622986,0.2133517861366272,0.6379695534706116,0.1507519781589508,0.1549891233444214,0.2959807217121124,0.44108372926712036,0.7048929333686829,0.4762692153453827,0.494839608669281,0.6160799264907837,0.8412724137306213,0.8478403687477112,0.8828061819076538,0.7505336403846741,0.8810603022575378,0.8874288201332092,0.8095888495445251,0.9856590628623962,1.8246581554412842,0.20924752950668335,0.07542409002780914,0.05398029461503029,0.07494799047708511,1.317321538925171,0.020085742697119713,0.5432950258255005,0.41209113597869873,0.42552292346954346
NVIC0077,CCOC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)NCc2ccc(Cl)cc2Cl)cn3C2CC2)CC1,-2.680250883,0.7233328223228455,0.07538966834545135,0.4425923228263855,0.8325341939926147,0.13727626204490662,0.7257522940635681,0.740010678768158,0.4061551094055176,0.0014602051815018058,0.00923851877450943,0.01667553000152111,0.057201728224754333,0.024075405672192574,0.8954690098762512,0.27159950137138367,0.24764318764209747,0.8237972855567932,0.23340845108032227,2.0375473499298096,0.23786863684654236,0.8463590145111084,0.8803790211677551,0.5440341830253601,0.22759699821472168,0.7832019925117493,0.8202385306358337,-2.72077322,0.8430860042572021,2.864569902420044,0.5380221009254456,0.3061637282371521,0.2746753394603729,0.5112496018409729,0.36725983023643494,0.20347632467746735,0.6952610015869141,0.18288877606391907,0.19568917155265808,0.36266106367111206,0.45915400981903076,0.7430895566940308,0.5528535842895508,0.5585983395576477,0.6245117783546448,0.878183126449585,0.8853797316551208,0.9080052971839905,0.7999294400215149,0.9038203358650208,0.9101580381393433,0.8245945572853088,0.9852607846260071,1.8900885581970215,0.2793486714363098,0.10021501034498215,0.06845534592866898,0.09512808173894882,1.24652099609375,0.019635828211903572,0.516615629196167,0.4142908751964569,0.4032248258590698
NVIC0078,N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,-3.075671911,0.7605361342430115,0.04039918631315231,0.17426568269729614,0.4342038929462433,0.0422586165368557,0.2273818850517273,0.7312783598899841,0.7986571192741394,0.24212560057640076,0.410289466381073,0.31783321499824524,0.5433462262153625,0.2975936233997345,0.9010953307151794,0.7000026702880859,0.5282993912696838,2.625011444091797,0.651719868183136,3.0307106971740723,0.6772558689117432,0.8698040843009949,0.8837134838104248,0.22875761985778809,0.6057430505752563,0.6905943155288696,0.8982790112495422,-1.621940613,0.2877461910247803,2.0173568725585938,0.20561115443706512,0.03990791365504265,0.08275558054447174,0.035865917801856995,0.1427834928035736,0.029263848438858986,0.2935461699962616,0.05952407047152519,0.03655891865491867,0.19987450540065765,0.09288676083087921,0.05703934282064438,0.04676526412367821,0.14231443405151367,0.5024373531341553,0.48135697841644287,0.44998645782470703,0.6100504398345947,0.39804548025131226,0.48479288816452026,0.4748018980026245,0.2752850353717804,0.6531189680099487,1.0465188026428223,0.5931830406188965,0.41644713282585144,0.36913853883743286,0.026913614943623543,0.4875309467315674,0.33431610465049744,0.36865442991256714,0.4461541473865509,0.31044670939445496
NVIC0079,CCCCCCCC/C=C\CCCCCCCC(=O)O,-3.037481308,0.27781569957733154,0.08433400839567184,0.504388689994812,0.8956148624420166,0.1239103227853775,0.8017445802688599,0.12232726812362671,0.5284022092819214,0.5588684678077698,0.9652660489082336,0.26003652811050415,0.49964815378189087,0.4790113568305969,0.6323529481887817,0.04829544574022293,0.2228497862815857,0.421729177236557,0.18977141380310059,0.3153317868709564,0.16674712300300598,0.11678896844387054,0.1585713028907776,0.5907835960388184,0.608431339263916,0.29887086153030396,0.06200624629855156,-4.030584335,0.12914308905601501,1.1644642353057861,0.08514614403247833,0.05130994692444801,0.03150007128715515,0.06290458142757416,0.08624134957790375,0.07162132859230042,0.20649190247058868,0.026420416310429573,0.12609490752220154,0.029858801513910294,0.34335818886756897,0.14582620561122894,0.13609963655471802,0.1363837569952011,0.48395204544067383,0.8642003536224365,0.8197596669197083,0.8463482856750488,0.9200649261474609,0.8044843077659607,0.8437883257865906,0.8775308728218079,0.9948552846908569,2.698971748352051,0.2710767984390259,0.06343122571706772,0.10203476995229721,0.14127607643604279,0.5878146886825562,0.7313401103019714,0.5387121438980103,0.24275295436382294,0.49458402395248413
NVIC0080,C/C=C(/C)C(=O)O[C@H]1C(C)=C2[C@@H]3OC(=O)[C@@](C)(O)[C@@]3(O)[C@@H](OC(=O)CCC)C[C@](C)(OC(C)=O)[C@H]2[C@@H]1OC(=O)CCCCCCC,-2.839495897,0.7724642753601074,0.1640481799840927,0.2951899766921997,0.48740968108177185,0.1773439198732376,0.3364916145801544,0.7758498191833496,0.5133031010627747,0.007798048667609692,0.011128702200949192,0.10713089257478714,0.24176624417304993,0.14649046957492828,0.7571938037872314,0.2325797975063324,0.27535703778266907,1.3153785467147827,0.316986620426178,2.232771396636963,0.32011738419532776,0.4135574698448181,0.7948115468025208,0.37160468101501465,0.6214414834976196,0.5456520318984985,0.4824754595756531,-2.438495159,0.6164470314979553,2.080263376235962,0.477217435836792,0.22360624372959137,0.18657134473323822,0.300918310880661,0.14083810150623322,0.0161837600171566,0.4042055010795593,0.16571567952632904,0.13043266534805298,0.2191222757101059,0.22167500853538513,0.4174414575099945,0.39979326725006104,0.6167536377906799,0.5382226705551147,0.803680419921875,0.7948927283287048,0.6676430702209473,0.6486994624137878,0.548462450504303,0.6081469655036926,0.5799958109855652,0.8433648943901062,1.4139864444732666,0.5723621249198914,0.1572941243648529,0.15454791486263275,0.19832919538021088,0.4573281705379486,0.14637789130210876,0.5873763561248779,0.5293346047401428,0.4388493001461029
NVIC0081,Nc1ncnc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[nH]nc12,-2.860581636,0.570880115032196,0.028641516342759132,0.1610310822725296,0.3915491998195648,0.029305480420589447,0.1968364417552948,0.3666397035121918,0.7847933173179626,0.1446148306131363,0.522093653678894,0.057611193507909775,0.1717827320098877,0.04815887659788132,0.8278922438621521,0.49653127789497375,0.36952653527259827,1.085533857345581,0.40701380372047424,2.0117392539978027,0.43392226099967957,0.8001876473426819,0.7679664492607117,0.27743014693260193,0.47948724031448364,0.4673832058906555,0.3215135633945465,-2.230061531,0.15724408626556396,1.7576825618743896,0.04045168310403824,0.009653101675212383,0.03088577464222908,0.008004243485629559,0.04953227564692497,0.028004571795463562,0.07299879938364029,0.006742724683135748,0.007390134502202272,0.04998777061700821,0.010672369040548801,0.04021085426211357,0.017901711165905,0.029977770522236824,0.15640558302402496,0.14199718832969666,0.12504065036773682,0.23732958734035492,0.10113074630498886,0.2124442160129547,0.20428521931171417,0.17045848071575165,0.04453262314200401,-0.8671838641,0.3985021710395813,0.2646108567714691,0.28299498558044434,0.01569245755672455,0.5650704503059387,0.4105883836746216,0.19057422876358032,0.2951577305793762,0.13628070056438446
NVIC0082,C[C@@H](NC(=O)C(=O)c1ccc(C2CCCCC2)cc1)C(C)(C)C,-3.075273275,0.6570497751235962,0.07528089731931686,0.588984489440918,0.918844997882843,0.18775193393230438,0.8693029284477234,0.23061130940914154,0.5569812059402466,0.028130576014518738,0.39007818698883057,0.009906717576086521,0.06128601357340813,0.15957611799240112,0.6034802794456482,0.41668304800987244,0.3504747748374939,-0.3810782731,0.22363825142383575,0.5237230062484741,0.28668704628944397,0.5232031941413879,0.5904542803764343,0.923255980014801,0.13018618524074554,0.7968131303787231,0.585768461227417,-3.319747925,0.33414125442504883,1.843092918395996,0.21826402842998505,0.09496442973613739,0.22507499158382416,0.28855207562446594,0.34991833567619324,0.22953836619853973,0.5438674688339233,0.053659360855817795,0.12230955809354782,0.09721480309963226,0.20879384875297546,0.7011308073997498,0.3708404004573822,0.2680310904979706,0.7132206559181213,0.9315835237503052,0.9228025078773499,0.966590940952301,0.9301353693008423,0.9667822122573853,0.9693321585655212,0.9465248584747314,0.9984374642372131,2.2926032543182373,0.16161072254180908,0.06366470456123352,0.043696291744709015,0.16556307673454285,2.609349489212036,0.03736491873860359,0.6328201293945312,0.3095189034938812,0.5052202939987183
