NVIC_id,SMILES,logS,logP,pKa,Acidic_pKa,Basic_pKa,Caco_2_c,Caco_2,HIA,MDCK,F50,F30,F20
NVIC0073,CCn1cc(C(=O)NCc2ccc(Cl)cc2)c(=O)c2ccc(C(F)(F)F)cc21,-5.533135414,4.047540664672852,5.479074954986572,6.122194766998291,3.891960859298706,0.7994224429130554,-4.712482452,0.9884020686149597,0.7237966656684875,0.6999628544,0.8462629914283752,0.8752042651176453
NVIC0074,NC(=O)C1CCN(c2cc3c(cc2F)c(=O)c(C(=O)NCc2ccc(Cl)cc2Cl)cn3C2CC2)CC1,-5.671427727,4.103546619415283,6.331540584564209,6.6963324546813965,4.896817684173584,0.2651646137237549,-5.381248474,0.9582052826881409,0.39344191551208496,0.4856931865,0.7340638041496277,0.8103106617927551
NVIC0075,CCOC(=O)C1CCN(c2cc3c(cc2F)c(=O)c(C(=O)NCc2ccc(Cl)cc2Cl)cn3CC)CC1,-5.672101974,4.3763275146484375,5.629780292510986,5.971527576446533,4.961450576782227,0.2283506691455841,-5.3685112,0.9479598999023438,0.4509375989437103,0.3444907963,0.5368931889533997,0.6542097926139832
NVIC0076,CCOC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)NCc2ccc(Cl)cc2Cl)cn3CC)CC1,-5.678284645,4.236047267913818,5.018064498901367,5.328801155090332,4.892350673675537,0.16583943367004395,-5.586626053,0.934296190738678,0.4676920473575592,0.2983446419,0.4860606789588928,0.5968676209449768
NVIC0077,CCOC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)NCc2ccc(Cl)cc2Cl)cn3C2CC2)CC1,-5.724028111,4.328926086425781,5.237184047698975,5.5156426429748535,4.656274795532227,0.21653909981250763,-5.478642464,0.9233669638633728,0.48143133521080017,0.2797155082,0.4538956880569458,0.5639259219169617
NVIC0078,N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,-1.752962232,-0.7291339636,3.787890672683716,3.5280117988586426,3.1727685928344727,0.044189322739839554,-5.773413658,0.5336079001426697,0.608726441860199,0.8230066299,0.8402724862098694,0.8631923794746399
NVIC0079,CCCCCCCC/C=C\CCCCCCCC(=O)O,-7.214932919,8.10226058959961,4.858901500701904,4.46169900894165,3.1414356231689453,0.7371053099632263,-4.765306473,0.901975154876709,0.6290737390518188,0.4182187319,0.4593713581562042,0.6810266375541687
NVIC0080,C/C=C(/C)C(=O)O[C@H]1C(C)=C2[C@@H]3OC(=O)[C@@](C)(O)[C@@]3(O)[C@@H](OC(=O)CCC)C[C@](C)(OC(C)=O)[C@H]2[C@@H]1OC(=O)CCCCCCC,-5.393548489,4.7752299308776855,3.899226427078247,3.1954867839813232,5.048675537109375,0.23897160589694977,-5.044586182,0.6266754269599915,0.2919306457042694,0.06866917759,0.1125568225979805,0.21232207119464874
NVIC0081,Nc1ncnc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[nH]nc12,-0.9678182602,-2.137776852,4.8148298263549805,4.9517340660095215,3.7591071128845215,0.01105847954750061,-6.359755993,0.3759594261646271,0.507056474685669,0.7865666747,0.8085300922393799,0.8393740057945251
NVIC0082,C[C@@H](NC(=O)C(=O)c1ccc(C2CCCCC2)cc1)C(C)(C)C,-5.847520828,4.942814350128174,7.383278846740723,7.959442138671875,4.8177490234375,0.931855320930481,-4.681386471,0.989916980266571,0.7628857493400574,0.3977585137,0.526617705821991,0.6591981053352356
NVIC0083,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],-4.548570633,3.0411758422851562,5.642724990844727,5.714873790740967,4.909747123718262,0.8635969758033752,-4.825655937,0.9834354519844055,0.7499638795852661,0.4818777144,0.7252073287963867,0.8133269548416138
