NVIC0002,CNP0188010.1,1,https://coconut.naturalproducts.net/compounds/CNP0188010.1
NVIC0002,CNP0241154.2,0.84,https://coconut.naturalproducts.net/compounds/CNP0241154.2
NVIC0002,CNP0116309.2,0.83,https://coconut.naturalproducts.net/compounds/CNP0116309.2
NVIC0002,CNP0241154.1,0.84,https://coconut.naturalproducts.net/compounds/CNP0241154.1
NVIC0002,CNP0116309.3,0.83,https://coconut.naturalproducts.net/compounds/CNP0116309.3
NVIC0002,CNP0116309.1,0.83,https://coconut.naturalproducts.net/compounds/CNP0116309.1
NVIC0002,CNP0402956.1,0.83,https://coconut.naturalproducts.net/compounds/CNP0402956.1
NVIC0002,CNP0188663.1,0.84,https://coconut.naturalproducts.net/compounds/CNP0188663.1
NVIC0002,CNP0172713.1,0.88,https://coconut.naturalproducts.net/compounds/CNP0172713.1
NVIC0002,CNP0485996.1,0.86,https://coconut.naturalproducts.net/compounds/CNP0485996.1
NVIC0003,CNP0434774.1,1,https://coconut.naturalproducts.net/compounds/CNP0434774.1
NVIC0007,CNP0154601.2,1,https://coconut.naturalproducts.net/compounds/CNP0154601.2
NVIC0007,CNP0154601.1,1,https://coconut.naturalproducts.net/compounds/CNP0154601.1
NVIC0007,CNP0154601.3,1,https://coconut.naturalproducts.net/compounds/CNP0154601.3
NVIC0007,CNP0546166.1,0.84,https://coconut.naturalproducts.net/compounds/CNP0546166.1
NVIC0009,CNP0299666.0,1,https://coconut.naturalproducts.net/compounds/CNP0299666.0
NVIC0010,CNP0197124.1,0.84,https://coconut.naturalproducts.net/compounds/CNP0197124.1
NVIC0010,CNP0235895.1,0.88,https://coconut.naturalproducts.net/compounds/CNP0235895.1
NVIC0010,CNP0150430.1,0.86,https://coconut.naturalproducts.net/compounds/CNP0150430.1
NVIC0010,CNP0174856.4,1,https://coconut.naturalproducts.net/compounds/CNP0174856.4
NVIC0010,CNP0174856.2,1,https://coconut.naturalproducts.net/compounds/CNP0174856.2
NVIC0010,CNP0174856.3,1,https://coconut.naturalproducts.net/compounds/CNP0174856.3
NVIC0010,CNP0235895.2,0.88,https://coconut.naturalproducts.net/compounds/CNP0235895.2
NVIC0010,CNP0174856.1,1,https://coconut.naturalproducts.net/compounds/CNP0174856.1
NVIC0011,CNP0298366.0,0.81,https://coconut.naturalproducts.net/compounds/CNP0298366.0
NVIC0011,CNP0298404.0,1,https://coconut.naturalproducts.net/compounds/CNP0298404.0
NVIC0011,CNP0216887.0,0.81,https://coconut.naturalproducts.net/compounds/CNP0216887.0
NVIC0012,CNP0252513.4,1,https://coconut.naturalproducts.net/compounds/CNP0252513.4
NVIC0012,CNP0246211.13,1,https://coconut.naturalproducts.net/compounds/CNP0246211.13
NVIC0012,CNP0208561.14,0.84,https://coconut.naturalproducts.net/compounds/CNP0208561.14
NVIC0012,CNP0208561.4,0.84,https://coconut.naturalproducts.net/compounds/CNP0208561.4
NVIC0012,CNP0208561.8,0.84,https://coconut.naturalproducts.net/compounds/CNP0208561.8
NVIC0012,CNP0208561.2,0.84,https://coconut.naturalproducts.net/compounds/CNP0208561.2
NVIC0012,CNP0252513.1,1,https://coconut.naturalproducts.net/compounds/CNP0252513.1
NVIC0012,CNP0208561.15,0.84,https://coconut.naturalproducts.net/compounds/CNP0208561.15
NVIC0012,CNP0507844.1,0.82,https://coconut.naturalproducts.net/compounds/CNP0507844.1
NVIC0012,CNP0292378.3,1,https://coconut.naturalproducts.net/compounds/CNP0292378.3
NVIC0012,CNP0208561.6,0.84,https://coconut.naturalproducts.net/compounds/CNP0208561.6
NVIC0012,CNP0208561.12,0.84,https://coconut.naturalproducts.net/compounds/CNP0208561.12
NVIC0012,CNP0246211.7,1,https://coconut.naturalproducts.net/compounds/CNP0246211.7
NVIC0012,CNP0246211.18,1,https://coconut.naturalproducts.net/compounds/CNP0246211.18
NVIC0012,CNP0252513.3,1,https://coconut.naturalproducts.net/compounds/CNP0252513.3
NVIC0012,CNP0208561.10,0.84,https://coconut.naturalproducts.net/compounds/CNP0208561.10
NVIC0012,CNP0246211.4,1,https://coconut.naturalproducts.net/compounds/CNP0246211.4
NVIC0012,CNP0246211.2,1,https://coconut.naturalproducts.net/compounds/CNP0246211.2
NVIC0012,CNP0208561.9,0.84,https://coconut.naturalproducts.net/compounds/CNP0208561.9
NVIC0012,CNP0207672.3,0.92,https://coconut.naturalproducts.net/compounds/CNP0207672.3
NVIC0012,CNP0091176.1,0.82,https://coconut.naturalproducts.net/compounds/CNP0091176.1
NVIC0012,CNP0208561.1,0.84,https://coconut.naturalproducts.net/compounds/CNP0208561.1
NVIC0012,CNP0246211.15,1,https://coconut.naturalproducts.net/compounds/CNP0246211.15
NVIC0012,CNP0208561.17,0.84,https://coconut.naturalproducts.net/compounds/CNP0208561.17
NVIC0012,CNP0263945.2,0.84,https://coconut.naturalproducts.net/compounds/CNP0263945.2
NVIC0012,CNP0263945.1,0.84,https://coconut.naturalproducts.net/compounds/CNP0263945.1
NVIC0012,CNP0207672.4,0.92,https://coconut.naturalproducts.net/compounds/CNP0207672.4
NVIC0012,CNP0246211.5,1,https://coconut.naturalproducts.net/compounds/CNP0246211.5
NVIC0012,CNP0207672.5,0.92,https://coconut.naturalproducts.net/compounds/CNP0207672.5
NVIC0012,CNP0167209.6,0.97,https://coconut.naturalproducts.net/compounds/CNP0167209.6
NVIC0012,CNP0327945.1,1,https://coconut.naturalproducts.net/compounds/CNP0327945.1
NVIC0012,CNP0207672.2,0.92,https://coconut.naturalproducts.net/compounds/CNP0207672.2
NVIC0012,CNP0246211.20,1,https://coconut.naturalproducts.net/compounds/CNP0246211.20
NVIC0012,CNP0246211.16,1,https://coconut.naturalproducts.net/compounds/CNP0246211.16
NVIC0012,CNP0167209.5,1,https://coconut.naturalproducts.net/compounds/CNP0167209.5
NVIC0012,CNP0261531.2,0.85,https://coconut.naturalproducts.net/compounds/CNP0261531.2
NVIC0012,CNP0292378.2,1,https://coconut.naturalproducts.net/compounds/CNP0292378.2
NVIC0012,CNP0167209.4,1,https://coconut.naturalproducts.net/compounds/CNP0167209.4
NVIC0012,CNP0167209.2,1,https://coconut.naturalproducts.net/compounds/CNP0167209.2
NVIC0012,CNP0358957.2,0.95,https://coconut.naturalproducts.net/compounds/CNP0358957.2
NVIC0012,CNP0246211.3,1,https://coconut.naturalproducts.net/compounds/CNP0246211.3
NVIC0012,CNP0292378.1,1,https://coconut.naturalproducts.net/compounds/CNP0292378.1
NVIC0012,CNP0254449.0,0.95,https://coconut.naturalproducts.net/compounds/CNP0254449.0
NVIC0012,CNP0167209.3,1,https://coconut.naturalproducts.net/compounds/CNP0167209.3
NVIC0012,CNP0208561.11,0.84,https://coconut.naturalproducts.net/compounds/CNP0208561.11
NVIC0012,CNP0198302.1,1,https://coconut.naturalproducts.net/compounds/CNP0198302.1
NVIC0012,CNP0212541.1,0.84,https://coconut.naturalproducts.net/compounds/CNP0212541.1
NVIC0012,CNP0252513.5,1,https://coconut.naturalproducts.net/compounds/CNP0252513.5
NVIC0012,CNP0246211.14,1,https://coconut.naturalproducts.net/compounds/CNP0246211.14
NVIC0012,CNP0208561.13,0.84,https://coconut.naturalproducts.net/compounds/CNP0208561.13
NVIC0012,CNP0292378.4,1,https://coconut.naturalproducts.net/compounds/CNP0292378.4
NVIC0012,CNP0213246.1,0.85,https://coconut.naturalproducts.net/compounds/CNP0213246.1
NVIC0012,CNP0358957.1,0.95,https://coconut.naturalproducts.net/compounds/CNP0358957.1
NVIC0012,CNP0182090.1,0.84,https://coconut.naturalproducts.net/compounds/CNP0182090.1
